name	path	emotion
Ses01M_script03_2_F027_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_F027_ang.mp3	positivo
Ses01M_script02_2_F004_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_F004_xxx.mp3	negativo
Ses01M_impro07_M009_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_M009_exc.mp3	negativo
Ses01F_script03_2_M027_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_2_M027_ang.mp3	positivo
Ses01M_script03_2_F006_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_F006_neu.mp3	negativo
Ses01F_impro04_F027_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_F027_fru.mp3	positivo
Ses01F_script01_1_F040_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_1_F040_fru.mp3	positivo
Ses01F_impro06_M013_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro06_M013_neu.mp3	negativo
Ses01M_script02_2_F047_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_F047_neu.mp3	negativo
Ses01F_impro01_F009_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro01_F009_fru.mp3	positivo
Ses01M_script01_1_F038_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_F038_xxx.mp3	negativo
Ses01F_impro04_F014_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_F014_neu.mp3	negativo
Ses01F_script02_2_M023_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_2_M023_neu.mp3	negativo
Ses01M_script01_2_F005_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_2_F005_ang.mp3	positivo
Ses01F_impro02_M016_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro02_M016_fru.mp3	positivo
Ses01M_impro05_M013_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro05_M013_xxx.mp3	negativo
Ses01M_impro07_M018_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_M018_exc.mp3	negativo
Ses01M_script02_1_M037_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_1_M037_neu.mp3	negativo
Ses01M_script01_1_F000_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_F000_fru.mp3	positivo
Ses01M_script03_1_F035_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_1_F035_xxx.mp3	negativo
Ses01F_script03_2_M029_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_2_M029_ang.mp3	positivo
Ses01M_script03_2_F017_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_F017_ang.mp3	positivo
Ses01F_script02_2_F046_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_2_F046_sad.mp3	negativo
Ses01M_impro03_F009_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro03_F009_exc.mp3	negativo
Ses01M_impro01_M011_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro01_M011_fru.mp3	positivo
Ses01M_impro01_F029_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro01_F029_xxx.mp3	negativo
Ses01F_script03_2_F032_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_2_F032_neu.mp3	negativo
Ses01M_script01_1_M010_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_M010_fru.mp3	positivo
Ses01M_script02_2_F024_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_F024_sad.mp3	negativo
Ses01M_impro07_F006_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_F006_exc.mp3	negativo
Ses01F_script03_1_F009_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_1_F009_xxx.mp3	negativo
Ses01M_impro06_F023_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro06_F023_neu.mp3	negativo
Ses01F_impro01_F015_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro01_F015_fru.mp3	positivo
Ses01F_script02_1_F009_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_1_F009_hap.mp3	negativo
Ses01F_impro02_F000_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro02_F000_sad.mp3	negativo
Ses01M_impro03_M003_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro03_M003_neu.mp3	negativo
Ses01M_script03_1_F034_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_1_F034_hap.mp3	negativo
Ses01F_script02_1_M023_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_1_M023_neu.mp3	negativo
Ses01M_script02_2_F010_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_F010_ang.mp3	positivo
Ses01F_script01_1_F037_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_1_F037_ang.mp3	positivo
Ses01M_impro07_F008_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_F008_exc.mp3	negativo
Ses01M_script01_2_M013_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_2_M013_fru.mp3	positivo
Ses01M_script01_1_F029_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_F029_ang.mp3	positivo
Ses01M_impro05_M019_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro05_M019_xxx.mp3	negativo
Ses01M_script02_2_F032_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_F032_ang.mp3	positivo
Ses01F_script02_1_M022_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_1_M022_fru.mp3	positivo
Ses01M_script02_1_M011_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_1_M011_neu.mp3	negativo
Ses01M_script03_1_M040_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_1_M040_hap.mp3	negativo
Ses01M_script01_1_F041_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_F041_ang.mp3	positivo
Ses01M_script03_2_F008_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_F008_xxx.mp3	negativo
Ses01F_impro04_M028_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_M028_neu.mp3	negativo
Ses01F_impro04_F021_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_F021_fru.mp3	positivo
Ses01M_script02_2_F039_sur	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_F039_sur.mp3	negativo
Ses01M_script02_2_F019_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_F019_neu.mp3	negativo
Ses01M_impro06_F016_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro06_F016_neu.mp3	negativo
Ses01F_script01_1_F000_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_1_F000_fru.mp3	positivo
Ses01M_script03_2_F033_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_F033_ang.mp3	positivo
Ses01M_script01_3_F030_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_3_F030_hap.mp3	negativo
Ses01M_script02_1_M015_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_1_M015_xxx.mp3	negativo
Ses01M_script01_1_M003_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_M003_sad.mp3	negativo
Ses01F_script01_3_F035_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_3_F035_hap.mp3	negativo
Ses01M_script03_1_F012_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_1_F012_xxx.mp3	negativo
Ses01F_script02_2_M008_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_2_M008_fru.mp3	positivo
Ses01M_script01_3_M002_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_3_M002_sad.mp3	negativo
Ses01M_impro07_M003_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_M003_exc.mp3	negativo
Ses01F_impro03_F023_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro03_F023_neu.mp3	negativo
Ses01M_script02_2_F043_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_F043_xxx.mp3	negativo
Ses01F_impro01_M007_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro01_M007_fru.mp3	positivo
Ses01F_impro06_F002_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro06_F002_sad.mp3	negativo
Ses01F_script03_2_M026_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_2_M026_ang.mp3	positivo
Ses01F_script01_3_F010_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_3_F010_hap.mp3	negativo
Ses01F_script03_1_F018_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_1_F018_xxx.mp3	negativo
Ses01F_script01_1_F043_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_1_F043_fru.mp3	positivo
Ses01M_impro03_F005_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro03_F005_exc.mp3	negativo
Ses01M_script01_1_M021_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_M021_ang.mp3	positivo
Ses01M_script01_3_M005_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_3_M005_xxx.mp3	negativo
Ses01F_impro05_F006_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro05_F006_xxx.mp3	negativo
Ses01F_impro02_F020_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro02_F020_sad.mp3	negativo
Ses01F_impro01_M003_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro01_M003_fru.mp3	positivo
Ses01M_script01_1_M033_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_M033_xxx.mp3	negativo
Ses01M_script01_1_F013_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_F013_xxx.mp3	negativo
Ses01M_script02_1_M039_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_1_M039_neu.mp3	negativo
Ses01F_impro03_M024_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro03_M024_neu.mp3	negativo
Ses01F_impro04_F007_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_F007_fru.mp3	positivo
Ses01M_script01_1_M008_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_M008_fru.mp3	positivo
Ses01F_impro03_M004_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro03_M004_xxx.mp3	negativo
Ses01F_script03_2_F039_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_2_F039_ang.mp3	positivo
Ses01F_script02_1_M024_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_1_M024_neu.mp3	negativo
Ses01F_impro04_M033_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_M033_xxx.mp3	negativo
Ses01M_impro03_F006_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro03_F006_exc.mp3	negativo
Ses01M_script03_2_M031_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_M031_ang.mp3	positivo
Ses01M_script02_1_M012_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_1_M012_xxx.mp3	negativo
Ses01F_impro04_F004_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_F004_xxx.mp3	negativo
Ses01M_script02_1_F023_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_1_F023_ang.mp3	positivo
Ses01M_script02_1_M034_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_1_M034_fru.mp3	positivo
Ses01M_impro07_M025_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_M025_xxx.mp3	negativo
Ses01F_impro04_F008_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_F008_xxx.mp3	negativo
Ses01F_script02_2_F032_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_2_F032_fru.mp3	positivo
Ses01F_script03_1_F005_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_1_F005_hap.mp3	negativo
Ses01M_impro06_F007_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro06_F007_neu.mp3	negativo
Ses01F_impro01_M001_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro01_M001_fru.mp3	positivo
Ses01M_impro05_F018_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro05_F018_neu.mp3	negativo
Ses01F_impro07_M018_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro07_M018_neu.mp3	negativo
Ses01F_script01_1_F033_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_1_F033_fru.mp3	positivo
Ses01M_impro04_M020_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro04_M020_fru.mp3	positivo
Ses01M_impro03_F017_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro03_F017_neu.mp3	negativo
Ses01F_script01_1_M022_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_1_M022_fru.mp3	positivo
Ses01M_impro05_M004_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro05_M004_ang.mp3	positivo
Ses01F_script01_2_F003_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_2_F003_ang.mp3	positivo
Ses01M_impro04_F005_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro04_F005_neu.mp3	negativo
Ses01M_script02_2_M050_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_M050_neu.mp3	negativo
Ses01F_script02_2_M049_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_2_M049_hap.mp3	negativo
Ses01F_script03_2_F038_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_2_F038_ang.mp3	positivo
Ses01F_script01_2_F011_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_2_F011_ang.mp3	positivo
Ses01F_script02_1_F016_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_1_F016_xxx.mp3	negativo
Ses01M_impro06_M016_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro06_M016_sad.mp3	negativo
Ses01F_script02_2_F044_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_2_F044_hap.mp3	negativo
Ses01F_impro06_F021_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro06_F021_sad.mp3	negativo
Ses01F_impro03_F003_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro03_F003_xxx.mp3	negativo
Ses01F_script01_1_M004_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_1_M004_neu.mp3	negativo
Ses01M_impro02_F006_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro02_F006_fru.mp3	positivo
Ses01F_impro05_F010_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro05_F010_xxx.mp3	negativo
Ses01F_impro04_M018_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_M018_neu.mp3	negativo
Ses01M_impro01_M023_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro01_M023_fru.mp3	positivo
Ses01M_impro07_F000_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_F000_neu.mp3	negativo
Ses01M_impro07_F020_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_F020_neu.mp3	negativo
Ses01F_script03_1_M027_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_1_M027_xxx.mp3	negativo
Ses01F_impro03_F025_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro03_F025_hap.mp3	negativo
Ses01F_script03_1_F019_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_1_F019_xxx.mp3	negativo
Ses01M_script01_3_F026_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_3_F026_sad.mp3	negativo
Ses01M_impro07_F029_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_F029_xxx.mp3	negativo
Ses01M_script02_2_M030_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_M030_neu.mp3	negativo
Ses01F_script03_2_F024_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_2_F024_ang.mp3	positivo
Ses01M_script02_1_M041_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_1_M041_exc.mp3	negativo
Ses01F_impro04_M012_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_M012_neu.mp3	negativo
Ses01F_impro07_M004_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro07_M004_exc.mp3	negativo
Ses01F_impro04_M026_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro04_M026_neu.mp3	negativo
Ses01F_impro07_F008_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro07_F008_xxx.mp3	negativo
Ses01M_impro02_F002_sur	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro02_F002_sur.mp3	negativo
Ses01M_script01_1_F009_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_1_F009_xxx.mp3	negativo
Ses01F_script02_1_F025_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_1_F025_neu.mp3	negativo
Ses01F_impro02_F013_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro02_F013_sad.mp3	negativo
Ses01M_script03_2_F035_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_F035_ang.mp3	positivo
Ses01F_script02_2_M029_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_2_M029_xxx.mp3	negativo
Ses01M_script01_3_M015_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_3_M015_xxx.mp3	negativo
Ses01F_impro06_M015_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro06_M015_neu.mp3	negativo
Ses01M_script01_3_M032_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script01_3_M032_sad.mp3	negativo
Ses01F_script03_1_M019_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_1_M019_xxx.mp3	negativo
Ses01F_impro06_F013_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro06_F013_sad.mp3	negativo
Ses01F_script03_2_F033_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_2_F033_xxx.mp3	negativo
Ses01M_impro05_F035_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro05_F035_fru.mp3	positivo
Ses01F_script02_1_M004_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_1_M004_xxx.mp3	negativo
Ses01M_impro04_M024_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro04_M024_fru.mp3	positivo
Ses01F_script01_3_F025_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_3_F025_xxx.mp3	negativo
Ses01F_script03_1_M006_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_1_M006_xxx.mp3	negativo
Ses01M_script03_1_M022_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_1_M022_hap.mp3	negativo
Ses01M_script02_2_M048_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_M048_xxx.mp3	negativo
Ses01F_script03_1_F028_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script03_1_F028_xxx.mp3	negativo
Ses01F_impro05_M017_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro05_M017_neu.mp3	negativo
Ses01F_impro06_M001_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro06_M001_neu.mp3	negativo
Ses01M_impro07_F011_exc	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_F011_exc.mp3	negativo
Ses01M_impro01_F028_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro01_F028_xxx.mp3	negativo
Ses01M_script03_2_M001_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_M001_xxx.mp3	negativo
Ses01F_script02_2_F007_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_2_F007_fru.mp3	positivo
Ses01F_impro06_F006_sad	/home/franco/tesis/IEMOCAP_mp3/Ses01F_impro06_F006_sad.mp3	negativo
Ses01M_impro06_F025_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro06_F025_neu.mp3	negativo
Ses01M_script03_2_F041_ang	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script03_2_F041_ang.mp3	positivo
Ses01F_script02_1_F023_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script02_1_F023_fru.mp3	positivo
Ses01M_impro07_F017_xxx	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro07_F017_xxx.mp3	negativo
Ses01F_script01_1_F010_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_1_F010_fru.mp3	positivo
Ses01M_impro02_M006_fru	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro02_M006_fru.mp3	positivo
Ses01M_script02_2_M025_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_script02_2_M025_neu.mp3	negativo
Ses01M_impro04_F008_neu	/home/franco/tesis/IEMOCAP_mp3/Ses01M_impro04_F008_neu.mp3	negativo
Ses01F_script01_3_F013_hap	/home/franco/tesis/IEMOCAP_mp3/Ses01F_script01_3_F013_hap.mp3	negativo
